,Year,Category,Data Type,val
17401,1/1/1997,General Merch,Inventories/Sales Ratio,2.13
17402,1/1/1997,General Merch,Inventories/Sales Ratio,2.35
17435,1/1/1997,Food & Drinks,Sales- Monthly,34230
17437,1/1/1997,Food & Drinks,Sales- Monthly,31125
17443,1/1/1997,Pharmacy,Sales- Monthly,8503
17473,1/1/1997,General Merch,Sales- Monthly,28151
17477,1/1/1997,General Merch,Sales- Monthly,18652
17497,1/1/1997,Food & Drinks,Sales- Monthly,21504
17516,1/1/1997,Food & Drinks,Inventories- Monthly,30081
17518,1/1/1997,General Merch,Inventories- Monthly,60098
17519,1/1/1997,General Merch,Inventories- Monthly,43794
17534,1/1/1997,Food & Drinks,Inventories/Sales Ratio,0.88
17536,1/1/1997,General Merch,Inventories/Sales Ratio,2.13
17537,1/1/1997,General Merch,Inventories/Sales Ratio,2.35
17543,1/1/1997,Food & Drinks,Inventories - Monthly Percent Change,0.4
17545,1/1/1997,General Merch,Inventories - Monthly Percent Change,0.1
17546,1/1/1997,General Merch,Inventories - Monthly Percent Change,0.1
17569,1/1/1997,Food & Drinks,Sales - Monthly Percent Change,-0.3
17570,1/1/1997,Food & Drinks,Sales - Monthly Percent Change,-0.3
17573,1/1/1997,Pharmacy,Sales - Monthly Percent Change,2.1
17582,1/1/1997,General Merch,Sales - Monthly Percent Change,0
17583,1/1/1997,General Merch,Sales - Monthly Percent Change,0.4
17591,1/1/1997,Food & Drinks,Sales - Monthly Percent Change,-1.2
17670,1/1/1997,Food & Drinks,Sales - Monthly Percent Change,-0.1
17671,1/1/1997,Food & Drinks,Sales - Monthly Percent Change,-0.2
17674,1/1/1997,Pharmacy,Sales - Monthly Percent Change,0.1
17683,1/1/1997,General Merch,Sales - Monthly Percent Change,-0.5
17684,1/1/1997,General Merch,Sales - Monthly Percent Change,-1.2
17692,1/1/1997,Food & Drinks,Sales - Monthly Percent Change,1.5
17788,1/1/1997,Food & Drinks,Sales- Monthly,34190
17790,1/1/1997,Food & Drinks,Sales- Monthly,31063
17796,1/1/1997,Pharmacy,Sales- Monthly,8509
17826,1/1/1997,General Merch,Sales- Monthly,28008
17830,1/1/1997,General Merch,Sales- Monthly,18427
17850,1/1/1997,Food & Drinks,Sales- Monthly,21818
17869,1/1/1997,Food & Drinks,Inventories- Monthly,29891
17871,1/1/1997,General Merch,Inventories- Monthly,60715
17872,1/1/1997,General Merch,Inventories- Monthly,44309
17887,1/1/1997,Food & Drinks,Inventories/Sales Ratio,0.87
17889,1/1/1997,General Merch,Inventories/Sales Ratio,2.17
17890,1/1/1997,General Merch,Inventories/Sales Ratio,2.4
17896,1/1/1997,Food & Drinks,Inventories - Monthly Percent Change,-0.6
17898,1/1/1997,General Merch,Inventories - Monthly Percent Change,1
17899,1/1/1997,General Merch,Inventories - Monthly Percent Change,1.2
17912,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0.8
17914,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.5
17915,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.3
17938,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.2
17939,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.2
17942,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.6
17951,1/1/1998,General Merch,Sales - Monthly Percent Change,1.4
17952,1/1/1998,General Merch,Sales - Monthly Percent Change,0.3
17960,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
18056,1/1/1998,Food & Drinks,Sales- Monthly,34126
18058,1/1/1998,Food & Drinks,Sales- Monthly,30989
18064,1/1/1998,Pharmacy,Sales- Monthly,8647
18094,1/1/1998,General Merch,Sales- Monthly,28402
18098,1/1/1998,General Merch,Sales- Monthly,18474
18118,1/1/1998,Food & Drinks,Sales- Monthly,21921
18137,1/1/1998,Food & Drinks,Inventories- Monthly,30131
18139,1/1/1998,General Merch,Inventories- Monthly,61017
18140,1/1/1998,General Merch,Inventories- Monthly,44423
18155,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
18157,1/1/1998,General Merch,Inventories/Sales Ratio,2.15
18158,1/1/1998,General Merch,Inventories/Sales Ratio,2.4
18191,1/1/1998,Food & Drinks,Sales- Monthly,34102
18193,1/1/1998,Food & Drinks,Sales- Monthly,30915
18199,1/1/1998,Pharmacy,Sales- Monthly,8661
18229,1/1/1998,General Merch,Sales- Monthly,28748
18233,1/1/1998,General Merch,Sales- Monthly,18698
18253,1/1/1998,Food & Drinks,Sales- Monthly,22132
18272,1/1/1998,Food & Drinks,Inventories- Monthly,30078
18274,1/1/1998,General Merch,Inventories- Monthly,61121
18275,1/1/1998,General Merch,Inventories- Monthly,44398
18290,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
18292,1/1/1998,General Merch,Inventories/Sales Ratio,2.13
18293,1/1/1998,General Merch,Inventories/Sales Ratio,2.37
18299,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,-0.2
18301,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.2
18302,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.1
18325,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.1
18326,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.2
18329,1/1/1998,Pharmacy,Sales - Monthly Percent Change,0.2
18338,1/1/1998,General Merch,Sales - Monthly Percent Change,1.2
18339,1/1/1998,General Merch,Sales - Monthly Percent Change,1.2
18347,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,1
18426,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
18427,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.7
18430,1/1/1998,Pharmacy,Sales - Monthly Percent Change,0.5
18439,1/1/1998,General Merch,Sales - Monthly Percent Change,-0.1
18440,1/1/1998,General Merch,Sales - Monthly Percent Change,-0.9
18448,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
18544,1/1/1998,Food & Drinks,Sales- Monthly,34275
18546,1/1/1998,Food & Drinks,Sales- Monthly,31123
18552,1/1/1998,Pharmacy,Sales- Monthly,8702
18582,1/1/1998,General Merch,Sales- Monthly,28714
18586,1/1/1998,General Merch,Sales- Monthly,18529
18606,1/1/1998,Food & Drinks,Sales- Monthly,22251
18625,1/1/1998,Food & Drinks,Inventories- Monthly,30307
18627,1/1/1998,General Merch,Inventories- Monthly,61193
18628,1/1/1998,General Merch,Inventories- Monthly,44368
18643,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
18645,1/1/1998,General Merch,Inventories/Sales Ratio,2.13
18646,1/1/1998,General Merch,Inventories/Sales Ratio,2.39
18652,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0.8
18654,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.1
18655,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.1
18668,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0.9
18670,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.1
18671,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.2
18694,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.3
18695,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.1
18698,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.5
18707,1/1/1998,General Merch,Sales - Monthly Percent Change,1.4
18708,1/1/1998,General Merch,Sales - Monthly Percent Change,0.6
18716,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
18812,1/1/1998,Food & Drinks,Sales- Monthly,34374
18814,1/1/1998,Food & Drinks,Sales- Monthly,31169
18820,1/1/1998,Pharmacy,Sales- Monthly,8836
18850,1/1/1998,General Merch,Sales- Monthly,29123
18854,1/1/1998,General Merch,Sales- Monthly,18649
18874,1/1/1998,Food & Drinks,Sales- Monthly,22353
18893,1/1/1998,Food & Drinks,Inventories- Monthly,30588
18895,1/1/1998,General Merch,Inventories- Monthly,61274
18896,1/1/1998,General Merch,Inventories- Monthly,44283
18911,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.89
18913,1/1/1998,General Merch,Inventories/Sales Ratio,2.1
18914,1/1/1998,General Merch,Inventories/Sales Ratio,2.37
18947,1/1/1998,Food & Drinks,Sales- Monthly,34534
18949,1/1/1998,Food & Drinks,Sales- Monthly,31358
18955,1/1/1998,Pharmacy,Sales- Monthly,8942
18985,1/1/1998,General Merch,Sales- Monthly,29076
18989,1/1/1998,General Merch,Sales- Monthly,18653
19009,1/1/1998,Food & Drinks,Sales- Monthly,22436
19028,1/1/1998,Food & Drinks,Inventories- Monthly,30581
19030,1/1/1998,General Merch,Inventories- Monthly,60399
19031,1/1/1998,General Merch,Inventories- Monthly,43509
19046,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.89
19048,1/1/1998,General Merch,Inventories/Sales Ratio,2.08
19049,1/1/1998,General Merch,Inventories/Sales Ratio,2.33
19055,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0
19057,1/1/1998,General Merch,Inventories - Monthly Percent Change,-1.4
19058,1/1/1998,General Merch,Inventories - Monthly Percent Change,-1.7
19081,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
19082,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.6
19085,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.2
19094,1/1/1998,General Merch,Sales - Monthly Percent Change,-0.2
19095,1/1/1998,General Merch,Sales - Monthly Percent Change,0
19103,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.4
19182,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.2
19183,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.2
19186,1/1/1998,Pharmacy,Sales - Monthly Percent Change,-0.4
19195,1/1/1998,General Merch,Sales - Monthly Percent Change,0.3
19196,1/1/1998,General Merch,Sales - Monthly Percent Change,-0.5
19204,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.9
19300,1/1/1998,Food & Drinks,Sales- Monthly,34592
19302,1/1/1998,Food & Drinks,Sales- Monthly,31435
19308,1/1/1998,Pharmacy,Sales- Monthly,8910
19338,1/1/1998,General Merch,Sales- Monthly,29170
19342,1/1/1998,General Merch,Sales- Monthly,18553
19362,1/1/1998,Food & Drinks,Sales- Monthly,22634
19381,1/1/1998,Food & Drinks,Inventories- Monthly,30821
19383,1/1/1998,General Merch,Inventories- Monthly,61275
19384,1/1/1998,General Merch,Inventories- Monthly,44120
19399,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.89
19401,1/1/1998,General Merch,Inventories/Sales Ratio,2.1
19402,1/1/1998,General Merch,Inventories/Sales Ratio,2.38
19408,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0.8
19410,1/1/1998,General Merch,Inventories - Monthly Percent Change,1.5
19411,1/1/1998,General Merch,Inventories - Monthly Percent Change,1.4
19424,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0.4
19426,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.6
19427,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.7
19450,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.8
19451,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.8
19454,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.5
19463,1/1/1998,General Merch,Sales - Monthly Percent Change,-0.2
19464,1/1/1998,General Merch,Sales - Monthly Percent Change,-0.3
19472,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.3
19568,1/1/1998,Food & Drinks,Sales- Monthly,34856
19570,1/1/1998,Food & Drinks,Sales- Monthly,31673
19576,1/1/1998,Pharmacy,Sales- Monthly,9042
19606,1/1/1998,General Merch,Sales- Monthly,29113
19610,1/1/1998,General Merch,Sales- Monthly,18489
19630,1/1/1998,Food & Drinks,Sales- Monthly,22570
19649,1/1/1998,Food & Drinks,Inventories- Monthly,30952
19651,1/1/1998,General Merch,Inventories- Monthly,61654
19652,1/1/1998,General Merch,Inventories- Monthly,44417
19667,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.89
19669,1/1/1998,General Merch,Inventories/Sales Ratio,2.12
19670,1/1/1998,General Merch,Inventories/Sales Ratio,2.4
19703,1/1/1998,Food & Drinks,Sales- Monthly,34950
19705,1/1/1998,Food & Drinks,Sales- Monthly,31744
19711,1/1/1998,Pharmacy,Sales- Monthly,9187
19741,1/1/1998,General Merch,Sales- Monthly,29274
19745,1/1/1998,General Merch,Sales- Monthly,18548
19765,1/1/1998,Food & Drinks,Sales- Monthly,22743
19784,1/1/1998,Food & Drinks,Inventories- Monthly,30866
19786,1/1/1998,General Merch,Inventories- Monthly,61655
19787,1/1/1998,General Merch,Inventories- Monthly,44271
19802,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
19804,1/1/1998,General Merch,Inventories/Sales Ratio,2.11
19805,1/1/1998,General Merch,Inventories/Sales Ratio,2.39
19811,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,-0.3
19813,1/1/1998,General Merch,Inventories - Monthly Percent Change,0
19814,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.3
19837,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.3
19838,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.2
19841,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.6
19850,1/1/1998,General Merch,Sales - Monthly Percent Change,0.6
19851,1/1/1998,General Merch,Sales - Monthly Percent Change,0.3
19859,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.8
19938,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.1
19939,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,-0.1
19942,1/1/1998,Pharmacy,Sales - Monthly Percent Change,-0.1
19951,1/1/1998,General Merch,Sales - Monthly Percent Change,1
19952,1/1/1998,General Merch,Sales - Monthly Percent Change,0.2
19960,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.4
20056,1/1/1998,Food & Drinks,Sales- Monthly,34916
20058,1/1/1998,Food & Drinks,Sales- Monthly,31702
20064,1/1/1998,Pharmacy,Sales- Monthly,9180
20094,1/1/1998,General Merch,Sales- Monthly,29559
20098,1/1/1998,General Merch,Sales- Monthly,18589
20118,1/1/1998,Food & Drinks,Sales- Monthly,22830
20137,1/1/1998,Food & Drinks,Inventories- Monthly,30748
20139,1/1/1998,General Merch,Inventories- Monthly,61932
20140,1/1/1998,General Merch,Inventories- Monthly,44236
20155,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
20157,1/1/1998,General Merch,Inventories/Sales Ratio,2.1
20158,1/1/1998,General Merch,Inventories/Sales Ratio,2.38
20164,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,-0.4
20166,1/1/1998,General Merch,Inventories - Monthly Percent Change,0.4
20167,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.1
20180,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,-0.1
20182,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.1
20183,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.7
20206,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
20207,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.5
20210,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.4
20219,1/1/1998,General Merch,Sales - Monthly Percent Change,0.5
20220,1/1/1998,General Merch,Sales - Monthly Percent Change,0.6
20228,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,1
20324,1/1/1998,Food & Drinks,Sales- Monthly,35093
20326,1/1/1998,Food & Drinks,Sales- Monthly,31864
20332,1/1/1998,Pharmacy,Sales- Monthly,9305
20362,1/1/1998,General Merch,Sales- Monthly,29720
20366,1/1/1998,General Merch,Sales- Monthly,18692
20386,1/1/1998,Food & Drinks,Sales- Monthly,23066
20405,1/1/1998,Food & Drinks,Inventories- Monthly,30713
20407,1/1/1998,General Merch,Inventories- Monthly,61864
20408,1/1/1998,General Merch,Inventories- Monthly,43912
20423,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
20425,1/1/1998,General Merch,Inventories/Sales Ratio,2.08
20426,1/1/1998,General Merch,Inventories/Sales Ratio,2.35
20459,1/1/1998,Food & Drinks,Sales- Monthly,35140
20461,1/1/1998,Food & Drinks,Sales- Monthly,31920
20467,1/1/1998,Pharmacy,Sales- Monthly,9437
20497,1/1/1998,General Merch,Sales- Monthly,30094
20501,1/1/1998,General Merch,Sales- Monthly,18805
20521,1/1/1998,Food & Drinks,Sales- Monthly,23157
20540,1/1/1998,Food & Drinks,Inventories- Monthly,30956
20542,1/1/1998,General Merch,Inventories- Monthly,61691
20543,1/1/1998,General Merch,Inventories- Monthly,43633
20558,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.88
20560,1/1/1998,General Merch,Inventories/Sales Ratio,2.05
20561,1/1/1998,General Merch,Inventories/Sales Ratio,2.32
20567,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,0.8
20569,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.3
20570,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.6
20593,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.1
20594,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.2
20597,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.4
20606,1/1/1998,General Merch,Sales - Monthly Percent Change,1.3
20607,1/1/1998,General Merch,Sales - Monthly Percent Change,0.6
20615,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.4
20694,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,1.1
20695,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,1.2
20698,1/1/1998,Pharmacy,Sales - Monthly Percent Change,1.5
20707,1/1/1998,General Merch,Sales - Monthly Percent Change,0.1
20708,1/1/1998,General Merch,Sales - Monthly Percent Change,0.3
20716,1/1/1998,Food & Drinks,Sales - Monthly Percent Change,0.8
20812,1/1/1998,Food & Drinks,Sales- Monthly,35533
20814,1/1/1998,Food & Drinks,Sales- Monthly,32291
20820,1/1/1998,Pharmacy,Sales- Monthly,9583
20850,1/1/1998,General Merch,Sales- Monthly,30129
20854,1/1/1998,General Merch,Sales- Monthly,18855
20874,1/1/1998,Food & Drinks,Sales- Monthly,23351
20893,1/1/1998,Food & Drinks,Inventories- Monthly,30837
20895,1/1/1998,General Merch,Inventories- Monthly,61542
20896,1/1/1998,General Merch,Inventories- Monthly,43438
20911,1/1/1998,Food & Drinks,Inventories/Sales Ratio,0.87
20913,1/1/1998,General Merch,Inventories/Sales Ratio,2.04
20914,1/1/1998,General Merch,Inventories/Sales Ratio,2.3
20920,1/1/1998,Food & Drinks,Inventories - Monthly Percent Change,-0.4
20922,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.2
20923,1/1/1998,General Merch,Inventories - Monthly Percent Change,-0.4
20936,1/1/1999,Food & Drinks,Inventories - Monthly Percent Change,1.2
20938,1/1/1999,General Merch,Inventories - Monthly Percent Change,-0.1
20939,1/1/1999,General Merch,Inventories - Monthly Percent Change,0.2
20962,1/1/1999,Food & Drinks,Sales - Monthly Percent Change,-0.2
20963,1/1/1999,Food & Drinks,Sales - Monthly Percent Change,-0.2
20966,1/1/1999,Pharmacy,Sales - Monthly Percent Change,1.1
20975,1/1/1999,General Merch,Sales - Monthly Percent Change,1.8
20976,1/1/1999,General Merch,Sales - Monthly Percent Change,1.1
20984,1/1/1999,Food & Drinks,Sales - Monthly Percent Change,-2.1
21080,1/1/1999,Food & Drinks,Sales- Monthly,35447
21082,1/1/1999,Food & Drinks,Sales- Monthly,32225
21088,1/1/1999,Pharmacy,Sales- Monthly,9687
21118,1/1/1999,General Merch,Sales- Monthly,30664
21122,1/1/1999,General Merch,Sales- Monthly,19059
21142,1/1/1999,Food & Drinks,Sales- Monthly,22871
21161,1/1/1999,Food & Drinks,Inventories- Monthly,31201
21163,1/1/1999,General Merch,Inventories- Monthly,61500
21164,1/1/1999,General Merch,Inventories- Monthly,43530
21179,1/1/1999,Food & Drinks,Inventories/Sales Ratio,0.88
21181,1/1/1999,General Merch,Inventories/Sales Ratio,2.01
21182,1/1/1999,General Merch,Inventories/Sales Ratio,2.28
21215,1/1/1999,Food & Drinks,Sales- Monthly,35707
21217,1/1/1999,Food & Drinks,Sales- Monthly,32465
21223,1/1/1999,Pharmacy,Sales- Monthly,9763
21253,1/1/1999,General Merch,Sales- Monthly,31094
21257,1/1/1999,General Merch,Sales- Monthly,19351
21277,1/1/1999,Food & Drinks,Sales- Monthly,23270
21296,1/1/1999,Food & Drinks,Inventories- Monthly,31257
21298,1/1/1999,General Merch,Inventories- Monthly,61616
21299,1/1/1999,General Merch,Inventories- Monthly,43279
21314,1/1/1999,Food & Drinks,Inventories/Sales Ratio,0.88
21316,1/1/1999,General Merch,Inventories/Sales Ratio,1.98
21317,1/1/1999,General Merch,Inventories/Sales Ratio,2.24
21323,1/1/1999,Food & Drinks,Inventories - Monthly Percent Change,0.2
21325,1/1/1999,General Merch,Inventories - Monthly Percent Change,0.2
21326,1/1/1999,General Merch,Inventories - Monthly Percent Change,-0.6
21349,1/1/1999,Food & Drinks,Sales - Monthly Percent Change,0.7
21350,1/1/1999,Food & Drinks,Sales - Monthly Percent Change,0.7
21353,1/1/1999,Pharmacy,Sales - Monthly Percent Change,0.8
21362,1/1/1999,General Merch,Sales - Monthly Percent Change,1.4
